rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
326,Copy-Ready Drafts,8,working draft ready,1994-02-20,Context,Statement on Results of NATO Action on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg286. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg286,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg286.pdf
327,Copy-Ready Drafts,8,working draft ready,1994-02-21,Context,Presidential Daily Diary reference: Bosnia and Sarajevo meeting and NATO-action statement,Crisis Security Files,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/14/1994-02/28/1994], NAID 147870789, Unclassified diary record. Source pages: page 67.",https://catalog.archives.gov/id/147870789,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-003-009-2018.pdf
328,Copy-Ready Drafts,8,working draft ready,1994-02-28,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 36-37; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
329,Copy-Ready Drafts,8,working draft ready,1994-03-01,Context,Letter to Congressional Leaders Reporting on NATO Action in Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg354-2. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg354-2,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg354-2.pdf
330,Copy-Ready Drafts,8,working draft ready,1994-03-08,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Extracted from source packet PDF pages 38-39; 2 document pages counted. Review PDF includes a packet annotation sheet. Secret.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
331,Copy-Ready Drafts,8,working draft ready,1994-03-19,Context,Statement by the Director of Communications on the President's Discussions With the Presidents of Bosnia-Herzegovina and Croatia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg503. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg503,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg503.pdf
332,Copy-Ready Drafts,8,working draft ready,1994-04-10,Context,Presidential Daily Diary reference: NATO bombing in Bosnia and Yeltsin conference call,Crisis Security Files,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [04/01/1994-04/15/1994], NAID 147870795, Unclassified diary record. Source pages: pages 50 and 53.",https://catalog.archives.gov/id/147870795,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-004-003-2018.pdf
333,Copy-Ready Drafts,8,working draft ready,1994-04-10,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 40-41; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
334,Copy-Ready Drafts,8,working draft ready,1994-04-18,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 42-43; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
335,Copy-Ready Drafts,8,working draft ready,1994-04-23,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia, 1:30 p.m.",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Extracted from source packet PDF pages 45-46; 2 document pages counted. Review PDF includes a packet annotation sheet. Secret.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
336,Copy-Ready Drafts,8,working draft ready,1994-04-23,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia, 5:00 p.m.",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 44; 1 document page counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
337,Copy-Ready Drafts,8,working draft ready,1994-05-02,Release Packet,Memorandum From Acting S/S Talbott to President Clinton: Your Appearance on CNN Tomorrow,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000058. Unclassified; Nodis. Source pages: 10 pages counted.",https://foia.state.gov/search/results.aspx?searchText=C09000058,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000058/C09000058.pdf
338,Copy-Ready Drafts,8,working draft ready,1994-05-20,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 47-48; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
339,Copy-Ready Drafts,8,working draft ready,1994-05-31,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Extracted from source packet PDF pages 49-50; 2 document pages counted. Review PDF includes a packet annotation sheet. Secret.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
340,Copy-Ready Drafts,8,working draft ready,1994-07-06,Context,Remarks at a Dinner Hosted by President Lech Walesa of Poland in Warsaw,NATO Strategy and Enlargement,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg1207. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg1207,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg1207.pdf
341,Copy-Ready Drafts,8,working draft ready,1994-07-06,Context,Remarks Following Discussions With President Lech Walesa of Poland and an Exchange With Reporters in Warsaw,NATO Strategy and Enlargement,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg1205. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg1205,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg1205.pdf
342,Copy-Ready Drafts,8,working draft ready,1994-07-12,Context,"The President's News Conference With European Union Leaders in Berlin, Germany",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book1; PPP-1994-book1-doc-pg1242. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book1/PPP-1994-book1-doc-pg1242,https://www.govinfo.gov/content/pkg/PPP-1994-book1/pdf/PPP-1994-book1-doc-pg1242.pdf
343,Copy-Ready Drafts,8,working draft ready,1994-07-27,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 51-52; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
344,Copy-Ready Drafts,8,working draft ready,1994-08-10,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 53-54; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
345,Copy-Ready Drafts,8,working draft ready,1994-08-13,Context,Statement on the Death of NATO Secretary General Manfred Woerner,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1994-book2; PPP-1994-book2-doc-pg1467. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1994-book2/PPP-1994-book2-doc-pg1467,https://www.govinfo.gov/content/pkg/PPP-1994-book2/pdf/PPP-1994-book2-doc-pg1467.pdf
346,Copy-Ready Drafts,8,working draft ready,1994-08-17,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 55-57; 3 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
347,Copy-Ready Drafts,8,working draft ready,1994-09-13,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 58-59; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
348,Copy-Ready Drafts,8,working draft ready,1994-10-18,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 60-61; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
349,Copy-Ready Drafts,8,working draft ready,1994-11-07,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 62-64; 3 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
350,Copy-Ready Drafts,8,working draft ready,1994-11-17,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 65-66; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
351,Copy-Ready Drafts,8,working draft ready,1994-11-28,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 67-70; 4 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
352,Copy-Ready Drafts,8,working draft ready,1994-12-05,Context,"Presidential Daily Diary reference: CSCE Budapest Summit and meetings with Yeltsin, Kohl, Croatian and Bosnian officials",Crisis Security Files,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [12/01/1994-12/15/1994], NAID 147870813, Unclassified diary record. Source pages: pages 42-44.",https://catalog.archives.gov/id/147870813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-004-012-2018.pdf
353,Copy-Ready Drafts,8,working draft ready,1994-12-12,Release Packet,Letter From Strobe Talbott to Yuri,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000052 (May 2022 release). Unclassified. Source pages: 7 pages counted.",https://foia.state.gov/search/results.aspx?searchText=C09000052,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000052/C09000052.pdf
354,Copy-Ready Drafts,8,working draft ready,1994-12-12,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Extracted from source packet PDF pages 71-73; 3 document pages counted. Review PDF includes a packet annotation sheet. Secret.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
355,Copy-Ready Drafts,8,working draft ready,1994-12-19,Release Packet,"Summary of Conclusions, NSC Deputies Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Extracted from source packet PDF pages 74-76; 3 document pages counted. Review PDF includes a packet annotation sheet. Secret.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
356,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - August 1995: Early [3],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - August 1995: Early [3], NAID 120361695.",https://catalog.archives.gov/id/120361695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-002-2016.pdf
357,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - August 1995: Late [3],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - August 1995: Late [3], NAID 120361703.",https://catalog.archives.gov/id/120361703,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-006-2016.pdf
358,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - February 1995 [4],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - February 1995 [4], NAID 120361555.",https://catalog.archives.gov/id/120361555,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-006-012-2016.pdf
359,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - July 1995: End July-Early August [3],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: End July-Early August [3], NAID 120361685.",https://catalog.archives.gov/id/120361685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-015-2016.pdf
360,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [1],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [1], NAID 120361671.",https://catalog.archives.gov/id/120361671,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-008-2016.pdf
361,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [2], NAID 120361673.",https://catalog.archives.gov/id/120361673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-009-2016.pdf
362,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [5],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [5], NAID 120361679.",https://catalog.archives.gov/id/120361679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-012-2016.pdf
363,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - June 1995: Early [1],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Early [1], NAID 120361629.",https://catalog.archives.gov/id/120361629,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-012-2016.pdf
364,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - June 1995: Early [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Early [2], NAID 120361631.",https://catalog.archives.gov/id/120361631,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-013-2016.pdf
365,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [5],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [5], NAID 120361649.",https://catalog.archives.gov/id/120361649,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-009-2016.pdf
366,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [6],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [6], NAID 120361651.",https://catalog.archives.gov/id/120361651,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-010-2016.pdf
367,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - June 1995: Mid.-Late [7],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Mid.-Late [7], NAID 120361653.",https://catalog.archives.gov/id/120361653,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-010-011-2016.pdf
368,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - May 1995: Mid.-Late [1],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - May 1995: Mid.-Late [1], NAID 120361615.",https://catalog.archives.gov/id/120361615,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-005-2016.pdf
369,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - May 1995: Mid.-Late [5],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - May 1995: Mid.-Late [5], NAID 120361623.",https://catalog.archives.gov/id/120361623,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-009-2016.pdf
370,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - September 1995 (Early) [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early) [2], NAID 120361731.",https://catalog.archives.gov/id/120361731,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-013-008-2016.pdf
371,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - September 1995 (Early): Early Sept. [4],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early): Early Sept. [4], NAID 120361739.",https://catalog.archives.gov/id/120361739,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-013-012-2016.pdf
372,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 (Early): Early-Mid. [1],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early): Early-Mid. [1], NAID 120361743.",https://catalog.archives.gov/id/120361743,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-014-002-2016.pdf
373,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - September 1995 (Early): Early-Mid. [4],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early): Early-Mid. [4], NAID 120361749.",https://catalog.archives.gov/id/120361749,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-014-005-2016.pdf
